DOC,Titre,Chapitre,Section,Article,Contenu,Pages
Loi n° 17-95,TITRE IX DES VALEURS MOBILIERES EMISES PAR LES SOCIETES ANONYMES,Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 323 :,"A dater de l'émission des obligations convertibles en actions, et tant qu'il existe de telles obligations, l'absorption de la société émettrice par une autre société ou la fusion avec une ou plusieurs autres sociétés dans une société nouvelle est soumise à l'approbation préalable de l'assemblée générale extraordinaire des obligataires intéressés. Si l'assemblée n'a pas approuvé l'absorption ou la fusion, ou si elle n'a pu délibérer valablement faute du quorum requis, les dispositions de l'article 241 sont applicables. Les obligations convertibles en actions peuvent être converties en actions de la société absorbante ou nouvelle, soit pendant le ou les délais d'option prévus par le contrat d'émission, soit à tout moment selon le cas. Les bases de conversion sont déterminées en corrigeant le rapport d'échange fixé par ledit contrat par le rapport d'échange des actions de la société absorbante ou nouvelle contre les actions de la société émettrice, compte tenu, le cas échéant, des dispositions de l'article 320. Sur le rapport du conseil d'administration ou du directoire et sur celui des commissaires aux comptes, prévu à l'article 319 (3e alinéa), l'assemblée générale de la société absorbante ou nouvelle statue sur l'approbation de la fusion et sur la renonciation au droit préférentiel de souscription prévue à l'article 317 (3e alinéa). La société absorbante ou nouvelle est substituée à la société émettrice pour l'application des articles 319 (1er alinéa) et 320 et, le cas échéant, des articles 321 et 322 (1er alinéa).","[109, 110]"
Loi n° 17-95,TITRE IX DES VALEURS MOBILIERES EMISES PAR LES SOCIETES ANONYMES,Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 324 :,"Lorsque la société émettrice d'obligations convertibles en actions fait l'objet d'une procédure de traitement des difficultés de l'entreprise, le délai prévu pour la conversion desdites obligations en actions est ouvert dès le jugement arrêtant le plan de continuation de l'entreprise et la conversion peut être opérée au gré de chaque obligataire, dans les conditions prévues par ce plan.",[110]
Loi n° 17-95,TITRE IX DES VALEURS MOBILIERES EMISES PAR LES SOCIETES ANONYMES,Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 325 :,"Sont nulles les décisions prises en violation des dispositions des articles 316 à 323. DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES","[110, 111]"
Loi n° 17-95,"TITRE X DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES",Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 326 :,"La durée de l'exercice social est de douze mois. Toutefois, le premier et le dernier exercice peuvent être inférieurs à douze mois.",[111]
Loi n° 17-95,"TITRE X DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES",Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 327 :,"A la clôture de chaque exercice, le conseil d'administration ou le directoire dresse les états de synthèse tels que définis par la loi n° 9-88 relative aux obligations comptables des commerçants, promulguée par le dahir n° 1-92-138 du 30 joumada II 1413 (25 décembre 1992). Il arrête le résultat net de l'exercice et un projet d'affectation pour être soumis à l'approbation de l'assemblée générale ordinaire annuelle.",[111]
Loi n° 17-95,"TITRE X DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES",Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 328 :,"Outre les prescriptions prévues à l'article 13 de la loi n° 9-88 précitée, les modifications intervenant dans la présentation des états de synthèse, comme dans les méthodes d'évaluation retenues, sont signalées dans le rapport de gestion et, le cas échéant, dans le rapport des commissaires aux comptes. Les frais de constitution de la société sont amortis au plus tard à l'expiration du cinquième exercice et avant toute distribution de bénéfices. Les frais d'augmentation de capital sont amortis au plus tard à l'expiration du cinquième exercice suivant celui au cours duquel ils ont été engagés. Ces frais peuvent être imputés sur le montant des primes d'émission afférentes à cette augmentation. Les écarts de réévaluation provenant de la réévaluation des éléments d'actif ne sont pas distribuables.",[111]
Loi n° 17-95,"TITRE X DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES",Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 329 :,"A peine de nullité de toute délibération contraire, il est fait sur le bénéfice net de l'exercice, diminué le cas échéant, des pertes antérieures, un prélèvement de 5 % affecté à la formation d'un fonds de réserve appelé réserve légale. Ce prélèvement cesse d'être obligatoire lorsque le montant de la réserve légale excède le dixième du capital social. Il est effectué aussi sur le bénéfice de l'exercice, tous autres prélèvements en vue de la formation de réserves imposées soit par la loi, soit par les statuts ou de réserves facultatives dont la constitution peut être décidée, avant toute distribution, par décision de l'assemblée générale ordinaire.","[111, 112]"
Loi n° 17-95,"TITRE X DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES",Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 330 :,"Le bénéfice distribuable est constitué du bénéfice net de l'exercice, diminué des pertes antérieures ainsi que des sommes à porter en réserve par application de l'article 329 et augmenté du report bénéficiaire des exercices précédents. Hors le cas de réduction du capital, aucune distribution ne peut être faite aux actionnaires lorsque la situation nette est, ou deviendrait, à la suite de celle-ci, inférieure au montant du capital augmenté des réserves que la loi ou les statuts ne permettent pas de distribuer.",[112]
Loi n° 17-95,"TITRE X DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES",Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 331 :,"Après approbation des états de synthèse de l'exercice et constatation de l'existence de sommes distribuables, l'assemblée ordinaire détermine la part attribuée aux actionnaires sous forme de dividendes. Tout dividende distribué en violation des dispositions de l'article 330 précédent est un dividende fictif. La décision de l'assemblée doit déterminer en premier lieu la part à attribuer aux actions jouissant de droits prioritaires ou d'avantages particuliers. Elle doit en outre fixer un premier dividende attribuable aux actions ordinaires, calculé sur le montant libéré et non remboursé du capital social. Ce premier dividende, s'il n'est pas distribué en tout ou partie au titre d'un exercice déterminé peut être prélevé par priorité sur le bénéfice net distribuable du ou des exercices suivants, sous réserve de ce qui est dit au deuxième alinéa du présent article ; ce prélèvement s'impose à l'assemblée si les statuts en ont ainsi disposé. Le solde peut constituer un superdividende, sous déduction des sommes affectées aux réserves en complément de l'affectation réalisée au titre de l'article 329, et de celles qui sont reportées à nouveau. Il est interdit de stipuler au profit des actionnaires un dividende fixe ; toute clause contraire est réputée non écrite à moins que l'Etat n'accorde aux actions la garantie d'un dividende minimal.",[112]
Loi n° 17-95,"TITRE X DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES",Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 332 :,"Les modalités de mise en paiement des dividendes votés par l'assemblée générale sont fixées par elle-même ou, à défaut, par le conseil d'administration ou le directoire. Cette mise en paiement doit avoir lieu dans un délai maximum de neuf mois après la clôture de l'exercice, sauf prolongation de ce délai par ordonnance du président du tribunal, statuant en référé, à la demande du conseil d'administration ou du directoire.","[112, 113]"
Loi n° 17-95,"TITRE X DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES",Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 333 :,"L'assemblée générale peut décider la mise en distribution, à titre exceptionnel, de sommes prélevées sur les réserves facultatives, autres que le report à nouveau, dont elle a la disposition. Ne sont pas disponibles les réserves correspondant à la détention d'actions propres. En outre est interdit tout prélèvement sur les réserves destiné à doter un compte de provision. Toute décision de distribution affectant les réserves facultatives doit indiquer précisément les postes sur lesquels les prélèvements sont effectués ; elle peut être prise à tout moment au cours de l'exercice par l'assemblée générale ordinaire.",[113]
Loi n° 17-95,"TITRE X DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES",Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 334 :,"Le droit aux dividendes est supprimé lorsque la société détient ses propres actions. Il peut être suspendu à titre de sanction si les propriétaires ou nu-propriétaire des actions ne les ont pas libérées des versements exigibles ou, en cas de regroupement, ne les ont pas présentées au regroupement. Si les actions sont grevées d'un usufruit, les dividendes sont dus à l'usufruitier, toutefois le produit de la distribution de réserves, hors le report à nouveau, est attribué au nu-propriétaire. En cas de cession d'actions, l'acquéreur a droit aux dividendes non encore mis en paiement, sauf convention contraire des parties, notifiée à la société.",[113]
Loi n° 17-95,"TITRE X DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES",Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 335 :,"Les droits nés des articles 331 et 334 se prescrivent par cinq ans au profit de la société à compter de la date de mise en paiement du dividende. Les sommes non perçues et non prescrites constituent une créance des ayants droit ne portant pas intérêt à l'encontre de la société, à moins qu'elles ne soient transformées en prêt, à des conditions déterminées d'un commun accord.",[113]
Loi n° 17-95,"TITRE X DE L'EXERCICE SOCIAL, DU RESULTAT ET DES DIVIDENDES",Chapitre III : Des Obligations,Section II : Des obligations convertibles en actions,Article 336 :,"La société ne peut exiger des actionnaires aucune restitution de dividendes, sauf si la distribution a été effectuée en violation des articles 330 et 331 et qu'il est établi que ces actionnaires avaient connaissance du caractère irrégulier de la distribution au moment de celle-ci, ou ne pouvaient l'ignorer compte tenu des circonstances. DES NULLITES ET DE LA RESPONSABILITE CIVILE","[113, 114]"
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 337 :,"La nullité d'une société ou celle d'actes ou délibérations modifiant les statuts, ne peut résulter que d'une disposition expresse de la présente loi, du caractère illicite ou contraire à l'ordre public de l'objet de la société ou de l'incapacité de tous les fondateurs. Toute clause statutaire contraire à une disposition impérative de la présente loi, dont la violation n'est pas sanctionnée par la nullité de la société, est réputée non écrite.",[114]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 338 :,"La nullité d'actes ou délibérations autres que ceux prévus à l'article 337 précédent ne peut résulter que de la violation d'une disposition impérative de la présente loi, ou de l'une des causes de nullité des contrats en général.",[114]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 339 :,L'action en nullité est éteinte lorsque la cause de la nullité a cessé d'exister le jour où le tribunal statue sur le fonds en première instance.,[114]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 340 :,"Le tribunal saisi d'une action en nullité peut, même d'office, fixer un délai pour permettre de couvrir les nullités. Il ne peut prononcer la nullité moins de deux mois après la date de la demande introductive d'instance. Si pour couvrir une nullité, une assemblée doit être convoquée ou une consultation des actionnaires effectuée, et s'il est justifié d'une convocation régulière de cette assemblée ou de l'envoi aux actionnaires du texte des projets de décision accompagné des documents nécessaires, le tribunal accorde par jugement le délai nécessaire pour que les actionnaires puissent prendre une décision. Si à l'expiration du délai précité aucune décision n'a été prise par les actionnaires, le tribunal statue sur l'action en nullité.",[114]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 341 :,"Les dispositions des articles 339 et 340 ne sont pas applicables dans les cas de nullité prévus aux articles 984, 985 et 986 du dahir du 9 ramadan 1331 (12 août 1913) formant code des obligations et des contrats.",[114]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 342 :,"En cas de nullité d'actes ou délibérations postérieurs à la constitution de la société, fondée sur un vice du consentement ou sur l'incapacité d'un actionnaire, et lorsque la régularisation peut intervenir, toute personne y ayant intérêt peut mettre en demeure, par lettre recommandée avec accusé de réception celui qui est apte à l'opérer, soit de régulariser, soit d'agir en nullité dans un délai de six mois à peine de forclusion. Cette mise en demeure est dénoncée à la société. Lorsque l'action en nullité est intentée dans le délai prévu à l'alinéa précédent, la société ou tout actionnaire peut soumettre au tribunal toute mesure susceptible de supprimer l'intérêt du demandeur, notamment par le rachat de ses droits sociaux. En ce cas, le tribunal peut, soit prononcer la nullité, soit rendre obligatoires les mesures proposées, si celles-ci ont été préalablement adoptées par la société aux conditions prévues pour les modifications statutaires. Le vote de l'actionnaire dont le rachat des droits est demandé, est sans influence sur la décision de la société. En cas de contestation, la valeur des droits sociaux à rembourser à l'actionnaire est déterminée conformément au 6e alinéa de l'article 254.",[115]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 343 :,"Lorsque la nullité d'actes ou délibérations postérieurs à la constitution de la société est fondée sur la violation des règles de publicité, toute personne ayant intérêt à la régularisation de l'acte ou de la délibération peut mettre la société en demeure d'y procéder dans un délai de trente jours à compter de ladite mise en demeure. A défaut de régularisation dans ce délai, tout intéressé peut demander au président du tribunal, statuant en référé, de désigner un mandataire chargé d'accomplir la formalité aux frais de la société.",[115]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 344 :,"La nullité d'une opération de fusion ou de scission ne peut résulter que de la nullité de la délibération de l'une des assemblées qui ont décidé l'opération. Lorsqu'il est possible de porter remède à l'irrégularité susceptible d'entraîner la nullité, le tribunal saisi de l'action en nullité d'une fusion ou d'une scission accorde aux sociétés intéressées un délai pour régulariser la situation.",[115]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 345 :,"Les actions en nullité de la société ou d'actes ou délibérations postérieurs à sa constitution se prescrivent par trois ans à compter du jour où la nullité est encourue, sous réserve de la forclusion prévue à l'article 342. Toutefois, l'action en nullité d'une fusion ou d'une scission se prescrit par six mois à compter de la date de la dernière inscription au registre du commerce rendue nécessaire par l'opération.","[115, 116]"
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 346 :,"Lorsque la nullité de la société est prononcée, celle-ci se trouve de plein droit dissoute sans rétroactivité, et il est procédé à sa liquidation. A l'égard de la société, elle produit les effets d'une dissolution prononcée par justice.",[116]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 347 :,"Ni la société, ni les actionnaires ne peuvent se prévaloir d'une nullité à l'égard des tiers de bonne foi.",[116]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre Premier : Des Nullités,Section II : Des obligations convertibles en actions,Article 348 :,"Lorsqu'une décision de justice prononçant la nullité d'une fusion ou d'une scission est devenue définitive, cette décision fait l'objet d'une publicité conformément à l'article 37. Elle est sans effet sur les obligations nées à la charge ou au profit des sociétés auxquelles le ou les patrimoines sont transmis entre la date à laquelle prend effet la fusion ou la scission et celle de la publication de la décision prononçant la nullité. Dans le cas de fusion, les sociétés ayant participé à l'opération sont solidairement responsables de l'exécution des obligations mentionnées à l'alinéa précédent à la charge de la société absorbante. Il en est de même dans le cas de scission, de la société scindée pour les obligations des sociétés auxquelles le patrimoine est transmis. Chacune des sociétés auxquelles le patrimoine est transmis répond des obligations à sa charge, nées entre la date de prise d'effet de la scission et celle de la publication de la décision prononçant la nullité.",[116]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 349 :,"Les fondateurs de la société ainsi que les premiers administrateurs, les premiers membres du directoire et du conseil de surveillance sont solidairement responsables du préjudice causé par le défaut d'une mention obligatoire dans les statuts ainsi que par l'omission ou l'accomplissement irrégulier d'une formalité prescrite par la présente loi pour la constitution de la société. Les dispositions de l'alinéa précédent sont applicables en cas de modification des statuts aux administrateurs, aux membres du directoire et aux membres du conseil de surveillance en fonction lors de ladite modification. L'action se prescrit par cinq ans à compter, selon le cas, de l'immatriculation au registre du commerce, ou de l'inscription modificative.","[116, 117]"
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 350 :,"Les fondateurs de la société auxquels la nullité est imputable et les administrateurs, les membres du directoire ou du conseil de surveillance en fonction au moment où elle a été encourue peuvent être déclarés solidairement responsables des dommages résultant, pour les actionnaires ou pour les tiers, de l'annulation de la société. La même responsabilité solidaire peut être retenue contre ceux des actionnaires dont les apports et les avantages n'ont pas été vérifiés et approuvés.",[117]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 351 :,"L'action en responsabilité fondée sur l'annulation de la société ou des actes ou délibérations postérieurs à sa constitution se prescrit par cinq ans à compter du jour où la décision d'annulation est devenue irrévocable. La disparition de la cause de nullité ne met pas obstacle à l'exercice de l'action en dommages-intérêts tendant à la réparation du préjudice causé par le vice dont la société, l'acte ou la délibération était entaché. Cette action se prescrit par cinq ans à compter du jour où la nullité a été couverte.",[117]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 352 :(Modifié par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Les administrateurs, le directeur général et, le cas échéant, le directeur général délégué ou les membres du directoire sont responsables, individuellement ou solidairement, selon le cas, envers la société ou envers les tiers, soit des infractions aux dispositions législatives ou réglementaires applicables aux sociétés anonymes, soit des violations des statuts, soit des fautes dans leur gestion. Si plusieurs administrateurs, ou plusieurs administrateurs et le directeur général ou, le cas échéant, le directeur général délégué ou les membres du directoire ont coopéré aux mêmes faits, le tribunal détermine la part contributive de chacun dans la réparation du dommage. Les actionnaires qui, sur le fondement des dispositions du premier alinéa, entendent demander aux administrateurs, aux membres du directoire ou au directeur général et, le cas échéant, au directeur général délégué la réparation du préjudice qu'ils ont subi personnellement en raison des mêmes faits peuvent donner à l'un ou plusieurs d'entre eux le mandat d'agir en leur nom devant la juridiction compétente sous les conditions suivantes : 1) le mandat doit être écrit et mentionner expressément qu'il donne au ou aux mandataires le pouvoir d'accomplir au nom du mandant tous les actes de procédure ; il précise, s'il y a lieu, qu'il emporte le pouvoir d'exercer les voies de recours ; 2) la demande en justice doit indiquer les prénom, nom et adresse de chacun des mandants ainsi que le nombre d'actions qu'ils détiennent. Elle précise le montant de la réparation réclamée par chacun d'eux.","[117, 118]"
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 353 :(Modifié par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Outre l'action en réparation du préjudice subi personnellement, les actionnaires peuvent, soit individuellement, soit en se groupant intenter l'action sociale en responsabilité contre les administrateurs, le directeur général et, le cas échéant, le directeur général délégué ou les membres du directoire. Les demandeurs sont habilités à poursuivre la réparation de l'entier préjudice subi par la société, à laquelle, le cas échéant, les dommages-intérêts sont alloués. A cette fin, les actionnaires peuvent, dans un intérêt commun, charger à leurs frais, un ou plusieurs d'entre eux de les représenter pour soutenir, tant en demande qu'en défense, l'action sociale contre les administrateurs, le directeur général, et le cas échéant, le directeur général délégué ou les membres du directoire. Le retrait en cours d'instance d'un ou plusieurs actionnaires, soit qu'ils aient perdu la qualité d'actionnaires, soit qu'ils se soient volontairement désistés, est sans effet sur la poursuite de ladite instance. Lorsque l'action sociale est intentée dans les conditions prévues au présent article, le tribunal ne peut statuer que si la société a été régulièrement mise en cause par l'intermédiaire de ses représentants légaux.",[118]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,"Article 354 :(2e alinéa, modifié par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08- 18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).","Est réputée non écrite toute clause des statuts ayant pour effet de subordonner l'exercice de l'action sociale à l'avis préalable ou à l'autorisation de l'assemblée générale, ou qui comporterait par avance renonciation à cette action. Aucune décision de l'assemblée générale ne peut avoir pour effet d'éteindre une action en responsabilité contre les administrateurs, le directeur général et, le cas échéant, le directeur général délégué ou les membres du directoire pour faute commise dans l'accomplissement de leur mandat.",[118]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 355 : (Modifié par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"L'action en responsabilité contre les administrateurs, le directeur général et, le cas échéant, le directeur général délégué ou les membres du directoire tant sociale qu'individuelle, se prescrit par cinq ans, à compter du fait dommageable ou s'il a été dissimulé, de sa révélation. Pour les éléments inclus dans les états de synthèse, la prescription commence à courir à compter de la date de dépôt au greffe prévu à l'article 158.Toutefois lorsque l'action est qualifiée de crime, l'action se prescrit par vingt ans.",[119]
Loi n° 17-95,TITRE XI DES NULLITES ET DE LA RESPONSABILITE CIVILE,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 355 bis :(Ajouté par l'article 3 de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Les membres du conseil de surveillance sont responsables des fautes personnelles commises dans l'exécution de leur mandat. Ils n'encourent aucune responsabilité, en raison des actes de gestion et de leur résultat. Ils peuvent être déclarés civilement responsables des délits commis par les membres du directoire si, en ayant eu connaissance, ils ne les ont pas révélés à l'assemblée générale. Les dispositions des articles 354 et 355 sont applicables. DE LA DISSOLUTION DES SOCIETES ANONYMES","[119, 120]"
Loi n° 17-95,TITRE XII DE LA DISSOLUTION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 356 :,La dissolution anticipée de la société est prononcée par l'assemblée générale extraordinaire.,[120]
Loi n° 17-95,TITRE XII DE LA DISSOLUTION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 357 :,"Si du fait de pertes constatées dans les états de synthèse, la situation nette de la société devient inférieure au quart du capital social, le conseil d'administration ou le directoire est tenu, dans les trois mois qui suivent l'approbation des comptes ayant fait apparaître cette perte, de convoquer l'assemblée générale extraordinaire à l'effet de décider s'il y a lieu, de prononcer la dissolution anticipée de la société. Si la dissolution n'est pas prononcée, la société est tenue, au plus tard à la clôture du deuxième exercice suivant celui au cours duquel la constatation des pertes est intervenue, et sous réserve des dispositions de l'article 360 de réduire son capital d'un montant au moins égal à celui des pertes qui n'ont pu être imputées sur les réserves si, dans ce délai, les capitaux propres n'ont pas été reconstitués à concurrence d'une valeur au moins égale au quart du capital social. Dans tous les cas, la décision adoptée par l'assemblée générale est publiée dans un journal d'annonces légales et au Bulletin officiel, déposée au greffe du tribunal et inscrite au registre du commerce. A défaut de réunion de l'assemblée générale, comme dans le cas où cette assemblée n'a pu délibérer valablement sur dernière convocation, tout intéressé peut demander en justice la dissolution de la société. Il en est de même si les dispositions de l'alinéa 2 du présent article n'ont pas été appliquées.",[120]
Loi n° 17-95,TITRE XII DE LA DISSOLUTION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 358 :,La dissolution peut être prononcée en justice à la demande de tout intéressé si le nombre des actionnaires est réduit à moins de cinq depuis plus d'un an.,[120]
Loi n° 17-95,TITRE XII DE LA DISSOLUTION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 359 :(Modifié par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Dans les cas prévus aux articles 357 et 358, le tribunal peut accorder à la société un délai maximum d'un an pour régulariser la situation ; il ne peut prononcer la dissolution si la régularisation a eu lieu le jour où il statue sur le fond en première instance.",[120]
Loi n° 17-95,TITRE XII DE LA DISSOLUTION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 360 :,"La réduction du capital à un montant inférieur doit être suivie, dans le délai d'un an d'une augmentation ayant pour effet de le porter au montant prévu à l'article 6, à moins que, dans le même délai, la société n'ait été transformée en société d'une autre forme. A défaut, tout intéressé peut demander en justice la dissolution de la société, deux mois après avoir mis les représentants de celle-ci en demeure de régulariser la situation. L'action est éteinte lorsque cette cause de dissolution a cessé d'exister le jour où le tribunal statue sur le fond en première instance. DE LA LIQUIDATION DES SOCIETES ANONYMES","[121, 122]"
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 361 :,"Sous réserve des dispositions du présent titre, la liquidation des sociétés anonymes est régie par les dispositions contenues dans les statuts et les dispositions du dahir du 9 ramadan 1331 (12 août 1913) formant code des obligations et des contrats, qui ne sont pas contraires.",[122]
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 362 :,"La société est en liquidation dès l'instant de sa dissolution pour quelque cause que ce soit. Sa dénomination sociale est suivie de la mention "" société anonyme en liquidation "". La personnalité morale de la société subsiste pour les besoins de la liquidation, jusqu'à la clôture de celle-ci. La dissolution d'une société anonyme ne produit ses effets à l'égard des tiers qu'à compter de la date à laquelle elle est inscrite au registre du commerce.",[122]
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 363 :,"L'acte de nomination des liquidateurs est publié dans un délai de trente jours, dans un journal d'annonces légales et, en outre, si la société a fait publiquement appel à l'épargne, au Bulletin officiel. Il contient les indications suivantes : 1) la dénomination de la société suivie, le cas échéant, de son sigle ; 2) la forme de la société, suivie de la mention "" en liquidation "" ; 3) le montant du capital social ; 4) l'adresse du siège social ; 5) le numéro d'immatriculation de la société au registre du commerce ; 6) la cause de la liquidation ; 7) les prénom, nom et domicile des liquidateurs ; 8) le cas échéant, les limitations apportées à leurs pouvoirs. Sont en outre indiqués dans la même insertion : 1) le lieu où la correspondance doit être adressée et celui où les actes et documents concernant la liquidation doivent être notifiés ; 2) le tribunal au greffe duquel sera effectué, en annexe au registre du commerce, le dépôt des actes et pièces relatifs à la liquidation. A la diligence du liquidateur, les mêmes indications sont portées, par simple lettre, à la connaissance des porteurs d'actions et d'obligations nominatives.","[122, 123]"
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 364 :,"La dissolution de la société n'entraîne pas de plein droit la résiliation des baux des immeubles utilisés pour son activité sociale, y compris les locaux d'habitation dépendant de ces immeubles. Si, en cas de cession du bail, l'obligation de garantie ne peut plus être assurée dans les termes de celui-ci, il peut y être substitué, par décision du président du tribunal statuant en référé, toute garantie offerte par les cessionnaires ou un tiers est jugée suffisante.",[123]
