Doc,Chapitre,Titre,SousTitre1,SousTitre2,SousTitre3,Article,Contenu,Pages
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.1. Investissements à l’étranger des personnes morales,"2.1.2. Revenus, produits de cession ou de liquidation d’investissements à l’étranger",2.1.2.1.Définition,Article 173 - - Définition,Les revenus et produits d’investissement à l’étranger des personnes morales comprennent :  les dividendes ou parts de bénéfices ;  les bénéfices réalisés par les succursales à l’étranger de sociétés marocaines ;  les intérêts produits par les prêts et avances en compte courant d’associés ;  les produits de cession ou de liquidation d’investissements marocains à l’étranger ;  le remboursement en principal des avances en compte courant d’associés et des prêts consentis conformément aux dispositions de la présente Instruction.,"[144, 145]"
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.1. Investissements à l’étranger des personnes morales,"2.1.2. Revenus, produits de cession ou de liquidation d’investissements à l’étranger",2.1.2.2. Dispositions relatives aux règlements,Article 174 - - Modalités de règlement,"Les revenus et les produits de cession ou de liquidation d’investissements marocains à l’étranger doivent être rapatriés et cédés sur le marché des changes par les investisseurs dans un délai de 30 jours à compter de la date de leur mise en paiement. Les investisseurs sont autorisés à réinvestir à l’étranger totalement ou partiellement le produit de cession ou de liquidation de leurs investissements, dans les conditions prévues par les articles 169 et 170 de la présente Instruction. Les prêts et avances en compte courant d’associés doivent être rapatriés dans un délai maximum de 5 ans à compter de la date de leur octroi. Néanmoins, les investisseurs sont autorisés à incorporer au capital la totalité ou une partie de leurs créances au titre des avances en compte courant et/ou des prêts (principal restant dû et/ou produits financiers) conformément aux dispositions de l’article 169 de la présente",[145]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.1. Investissements à l’étranger des personnes morales,"2.1.2. Revenus, produits de cession ou de liquidation d’investissements à l’étranger",2.1.2.3. Formalités post-règlements,Article 175 - - Abrogé,,[145]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.2. Placements à l’étranger des institutions financières,2.2.1. Définition,,Article 176 - - Définition,"Les opérations de placement à l’étranger des institutions financières désignent, au sens de la présente Instruction, tout placement licite au sens de la loi étrangère qui le régit. Toute opération de placement à l’étranger doit être réalisée conformément à la réglementation des changes et dans le respect des dispositions législatives et réglementaires en vigueur. Ces opérations de placement peuvent être effectuées par :  Les banques conformément aux modalités et conditions fixées par Bank Al Maghrib ;  Les entreprises d’assurances et de réassurance ainsi que les organismes de retraite, conformément aux modalités et conditions fixées par l’Autorité de Contrôle des Assurances et de la Prévoyance Sociale ;  Les Organismes de Placement Collectif en Valeurs Mobilières (OPCVM), les Organismes de Placement Collectif en Capital (OPCC) et les Organismes de Placement Collectif Immobilier (OPCI) conformément aux modalités et conditions fixées par l’Autorité Marocaine des Marchés de Capitaux.","[145, 146]"
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.2. Placements à l’étranger des institutions financières,2.2.2. Dispositions relatives aux règlements,,Article 177 - - Montant des règlements,"Le montant des règlements au titre des opérations de placement à l’étranger des institutions financières, dans le respect des dispositions législatives et réglementaires en vigueur, s’établit comme suit : - Pour les opérations de placement des banques, les plafonds sont fixés par Bank Al-Maghrib ; - Pour les opérations de placement à l’étranger des entreprises d’assurances et de réassurance, les plafonds sont fixés à 5% du montant total de leur actif net du dernier bilan clos. Tout réemploi au titre de ces opérations est considéré comme une nouvelle opération de placement ; - Pour les opérations de placement des organismes de retraite, les plafonds sont fixés à 5% du montant total de leurs réserves telles qu’elles figurent sur les états financiers du dernier exercice social ; - Pour les opérations de placement des OPCVM, des OPCC et des OPCI, elles sont réalisables selon les conditions suivantes :  Les OPCVM, les OPCC et les OPCI collectant des souscriptions en devises ou en dirhams convertibles peuvent effectuer des opérations de placement en devises à l’étranger à hauteur de 100% du montant desdites souscriptions ;  Les OPCVM collectant des souscriptions en dirhams peuvent effectuer des opérations de placements en devises à l’étranger dans la limite de 10% de la valeur de leur actif net constitué des valeurs libellées en dirhams ;  Les OPCC collectant des souscriptions en dirhams peuvent effectuer, à tout moment, des opérations de placements en devises à l’étranger dans la limite de 50% des souscriptions collectées en dirhams et ce, conformément aux dispositions législatives régissant les organismes de placement collectif en capital ;  Les OPCI collectant des souscriptions en dirhams peuvent effectuer des opérations de placements en devises à l’étranger dans la limite de 10% de la valeur de leur actif net constitué des valeurs libellées en dirhams. Les revenus et produits de cession, y compris les plus-values, réalisés au titre des opérations de placement à l’étranger des institutions financières peuvent être réinvestis à l'étranger dans les conditions fixées par les dispositions règlementaires en vigueur. Tout excédent enregistré par rapport aux plafonds susvisés doit être rapatrié et cédé, sans délai, sur le marché des changes.","[146, 147]"
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.2. Placements à l’étranger des institutions financières,2.2.2. Dispositions relatives aux règlements,,Article 178 - - Modalités de règlement,"Les règlements au titre des opérations de placement à l’étranger des institutions financières doivent s’effectuer conformément aux dispositions de l’article 7 de la présente Instruction. Ces règlements peuvent également être effectués, pour les placements réalisés par les OPCC, OPCVM, OPCI et les sociétés d’assurances et de réassurance, par le biais de comptes en devises ouverts au nom de ces entités auprès des banques marocaines et ce, dans les conditions fixées par les articles 179 et 180 de la présente Instruction. Dans le cas où les opérations de placement à l’étranger nécessiteraient l’achat à l’étranger d’instruments de couverture contre les risques de change, de taux ou de prix ou l’ouverture de comptes à l’étranger :  les banques, les sociétés d’assurances et de réassurance et les organismes de retraite sont autorisés à acquérir lesdits instruments et à ouvrir lesdits comptes ;  les OPCC, OPCVM, OPCI ou leurs sociétés gestionnaires sont autorisés à acquérir lesdits instruments dans la limite des positions autorisées, étant entendu que les comptes en devises ne peuvent être ouverts qu’auprès de leur dépositaire.",[147]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.2. Placements à l’étranger des institutions financières,2.2.2. Dispositions relatives aux règlements,,"Article 179 - - Compte en devises au titre de placement à l’étranger des OPCVM, OPCC et OPCI"," a- Principe général : Les banques sont autorisées à ouvrir dans leurs livres des comptes en devises au nom des OPCVM, des OPCC et des OPCI, dédiés exclusivement aux opérations de placement à l’étranger prévues par les dispositions des articles 176 et 177 de la présente Les OPCVM, les OPCC et les OPCI peuvent détenir plusieurs comptes en devises à raison d'un compte par devise à condition que lesdits comptes soient tous ouverts auprès d'une même banque de leurs choix. Il est à préciser que les OPCVM, les OPCC et les OPCI peuvent procéder aux changements de la banque domiciliataire desdits comptes. La somme des soldes créditeurs de l'ensemble des comptes ouverts au nom d'un même OPCVM, OPCC ou OPCI, majorée de la valeur en portefeuille des titres libellés en devises déjà acquis, ne peut dépasser la limite de :  10% de leur actif net constitué des valeurs libellées en dirhams pour les OPCVM et OPCI ;  50% des souscriptions collectées en dirhams pour les OPCC. b- Modalités de fonctionnement : Opérations au crédit :  Les fonds en devises ou en dirhams convertibles correspondants aux souscriptions collectées auprès des souscripteurs étrangers, des Marocains Résidant à l’Etranger et des entreprises bénéficiant du statut CFC ;  Les souscriptions collectées à partir des disponibilités des comptes en devises ou en dirhams convertibles ouverts dans le cadre de l’article 4 Ter de la loi de finances n° 110-13 pour l’année budgétaire 2014, de l’article 8 de la loi de finances 70- 19 pour l’année budgétaire 2020, de l’article 8 de la loi de finances n°55-23 pour l’année budgétaire 2024 et de la loi 63-14 relative aux avoirs et liquidités détenus à l’étranger par les marocains résidant à l’étranger transférant leur résidence fiscale au Maroc ;  Les fonds issus des souscriptions collectées en dirhams, par les OPCVM ou les OPCI, dans les conditions prévues par l’article 177 de la présente Instruction ;  Les fonds issus des souscriptions collectées en dirhams, par les OPCC dans les conditions prévues par l’article 177 de la présente Instruction ;  Les rapatriements en devises des revenus générés par les opérations de placement à l’étranger ;  Les montants correspondant aux opérations de cession au titre des opérations de placement à l’étranger. Opérations au débit :  Les opérations d’achat de titres libellés en devises, l'achat de dirhams ou d'autres devises ;  Les règlements relatifs aux instruments de couverture effectués conformément aux dispositions de la présente Instruction ;  Les règlements relatifs aux rachats au profit des porteurs de parts ou actionnaires ayant réalisé des souscriptions en devises ou en dirhams convertibles ;  Les montants cédés sur le marché de change ;  Les frais de tenue de compte. Pour les souscriptions collectées en dirhams et portées au crédit des comptes en devises précités, les montants non utilisés dans le cadre des placements envisagés par les OPCVM, les OPCC et les OPCI doivent être cédés sur le marché des changes dans un délai n'excédant pas dix jours à compter de la date de leur versement dans lesdits comptes, à l'exception des soultes résultant des opérations de placements en devises et ce, dans la limite de la contrevaleur d'un montant de 100.000 dirhams par compte en devise ouvert au nom de l'OPCVM, l’OPCC ou de l’OPCI. Toutefois, au cas où le montant de la soulte ne serait pas utilisé au cours d'un délai de deux mois à compter de la date de la dernière opération de placement en devises sur le marché international des capitaux, il doit être cédé, sans délai, sur le marché des changes","[147, 148, 149]"
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.2. Placements à l’étranger des institutions financières,2.2.2. Dispositions relatives aux règlements,,Article 180 - - Compte en devises au titre des investissements et placements à l’étranger des sociétés d’assurances et de réassurance," a- Principe général : Les banques sont autorisées à ouvrir dans leurs livres des comptes en devises au nom des sociétés d’assurances et de réassurance, dédiés exclusivement aux opérations d’investissement et de placement à l’étranger prévues par les dispositions des articles 176 et 177 de la présente Instruction. Les sociétés d’assurances et de réassurance peuvent détenir plusieurs comptes en devises à raison d'un compte par devise à condition que lesdits comptes soient tous ouverts auprès d'une même banque. Ces comptes doivent fonctionner de manière à ce que les règlements effectués au titre des opérations d’investissement et placement à l’étranger telles que définies par l’article 176 de la présente Instruction ne dépassent pas les limites fixées par l’article 177 de la présente Instruction. b- Modalités de fonctionnement : Opérations au crédit :  Les montants nécessaires à la réalisation des opérations d’investissement et placement à l’étranger dans la limite du plafond prévu par l’article 177 de la présente  Les montants correspondant aux opérations de cessions ou de liquidation au titre des opérations d’investissement et placement à l’étranger ;  Les rapatriements de devises au titre des revenus des opérations d’investissement et placement à l’étranger. Opérations au débit :  Les règlements afférents aux opérations d’investissement et placement des sociétés d’assurances et de réassurance telles que définies par l’article 176 de la présente  Les montants cédés sur le marché des changes ;  L’achat de dirhams ou d'autres devises ;  Les règlements relatifs aux instruments de couverture conformément aux dispositions de la présente Instruction ;  Les frais de tenue de compte","[149, 150]"
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.2. Placements à l’étranger des institutions financières,2.2.3. Formalités pré-règlements,,Article 181 - - Remise de documents,"Avant l’exécution des règlements au titre des opérations de placement à l’étranger des institutions financières, les banques doivent se faire remettre un état dûment signé et cacheté par lesdites institutions, faisant ressortir la nature et le montant du placement concerné.",[150]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.2. Placements à l’étranger des institutions financières,2.2.4. Formalités post-règlements,,Article 182 - - abrogé,,[150]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.3. Prêts au profit des non-résidents,2.3.1. Financements en dirhams,2.3.1.1. Définition,Article 183 - - Définition,"Les prêts au profit des non-résidents prévus par la présente Instruction comprennent :  les crédits en dirhams accordés par les banques aux personnes physiques étrangères non-résidentes et aux marocains résidant à l’étranger, destinés au financement de l’acquisition et/ou de la construction de biens immeubles au Maroc ;  les crédits à la consommation accordés en dirhams par les banques au personnel étranger relevant de représentations diplomatiques accréditées au Maroc ou d’organisations internationales siégeant ou représentées au Maroc ;  les lignes de crédits et facilités accordées aux succursales immatriculées auprès de l’Office des Changes dans le cadre de réalisation de marchés au Maroc, dont la rémunération est libellée en totalité en dirhams.",[150]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.3. Prêts au profit des non-résidents,2.3.1. Financements en dirhams,2.3.1.2. Dispositions relatives aux règlements,Article 184 - - Montant des règlements,Les crédits en dirhams accordés par les banques pour l’acquisition et/ou la construction de biens immeubles au Maroc peuvent être octroyés dans la limite de 70% du prix du bien immeuble à acquérir ou à construire. Le reliquat doit faire l’objet d’un apport en devises du bénéficiaire conformément aux dispositions de l’article 8 de la présente Instruction.,"[150, 151]"
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.3. Prêts au profit des non-résidents,2.3.1. Financements en dirhams,2.3.1.2. Dispositions relatives aux règlements,Article 185 - - Modalités de règlement,"Les crédits en dirhams accordés par les banques marocaines aux :  personnels étrangers relevant des représentations diplomatiques accréditées au Maroc ou d’organisations internationales siégeant ou représentées au Maroc, au titre de crédits à la consommation doivent être logés dans un compte « spécial » en dirhams, prévu à ce titre dans l’article 10 de la présente Instruction. Le compte spécial en dirhams ne doit donner lieu à aucune opération de transfert à l’étranger. Le remboursement des crédits (capital, intérêts et commissions bancaires), doit intervenir conformément aux dispositions de l’article 8 de la présente Instruction ;  succursales immatriculées auprès de l’Office des Changes doivent être versés dans des comptes en dirhams ordinaires ouverts au nom des bénéficiaires ;  marocains résidant à l’étranger, doivent être logés dans un compte en dirhams ordinaires ouverts au nom des bénéficiaires ;  personnes physiques étrangères non-résidentes, doivent être logés dans un compte « spécial » en dirhams, prévu à ce titre dans l’article 10 de la présente transfert à l’étranger. Le remboursement des crédits (capital, intérêts et commissions bancaires), doit intervenir conformément aux dispositions de l’article 8 de la présente Les banques sont autorisées à procéder au règlement au profit des personnes physiques non-résidentes du produit net de cession des biens immeubles acquis ou construits sur présentation des documents prévus à l’article 161 de la présente",[151]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.3. Prêts au profit des non-résidents,2.3.1. Financements en dirhams,2.3.1.3. Formalités pré-règlements,Article 186 - - Remise de documents,"Les banques sont tenues de se faire remettre préalablement à l’octroi de crédits en dirhams prévus par l’article 183 de la présente Instruction, les documents suivants :  Pour les crédits en dirhams accordés par les banques aux personnes physiques étrangères non-résidentes et aux marocains résidant à l’étranger destinés au financement de l’acquisition et/ou de la construction de résidences au Maroc, une attestation sur l’honneur faisant ressortir que le bénéficiaire du prêt n’est propriétaire d’aucune résidence au Maroc ; Les banques sont habilitées à régler au profit des étrangers non-résidents et des marocains résidant à l’étranger, sur présentation d’une copie de l’acte notarié de vente et des pièces justifiant le règlement des impôts et taxes dus au titre de la transaction, le produit net de cession du bien immeuble financé au moyen d'un crédit en dirhams, à hauteur : - de l’apport initial en devises ; - des remboursements en principal effectués par cession de devises ou par débit du compte en dirhams convertibles au nom de l’intéressé ; - et de la plus-value éventuelle réalisée lors de la cession du bien immeuble.  Pour les crédits à la consommation en dirhams accordés par les banques au personnel étranger relevant des représentations diplomatiques et des organisations internationales siégeant ou représentées au Maroc : - Une attestation de domiciliation des émoluments ; - Une carte d’identité diplomatique en cours de validité délivrée à l’intéressé par le Ministère marocain en charge des Affaires Etrangères. - Un engagement de l’ambassade pour le remboursement du crédit contracté.  Pour les crédits en dirhams accordés par les banques aux succursales immatriculées auprès de l’Office des Changes : - Une caution émise par une banque étrangère ou un deposit en devises.","[151, 152]"
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.3. Prêts au profit des non-résidents,2.3.2. Crédits commerciaux,2.3.2.1. Définition,Article 187 - - Définition,"Les crédits commerciaux désignent, au sens de la présente Instruction, les crédits accordés par l’exportateur de biens ou de services, ou une banque marocaine seule ou dans le cadre d’un consortium en faveur de clients non-résidents, sous forme de crédits fournisseurs ou de crédits acheteurs remboursables à court terme. Ces crédits doivent être liés à des opérations d’exportation de biens ou de services.",[152]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.3. Prêts au profit des non-résidents,2.3.2. Crédits commerciaux,2.3.2.2. Dispositions relatives aux règlements,Article 188 - - Montants des règlements,"Les crédits commerciaux accordés peuvent atteindre 85% de la valeur des biens ou des services exportés et le cas échéant, couvrir 100% du coût de l’assurance-crédit à l’exportation souscrite auprès d’une entité habilitée établie au Maroc.",[152]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.3. Prêts au profit des non-résidents,2.3.2. Crédits commerciaux,2.3.2.2. Dispositions relatives aux règlements,Article 189 - - Modalités de règlement,"Les exportateurs ayant consenti des crédits fournisseurs à des clients étrangers sont tenus de rapatrier et de céder sur le marché des changes, après déduction le cas échéant des montants à porter au crédit de leurs comptes en devises au titre du principal, les sommes encaissées conformément aux clauses des contrats de crédit. Les banques ayant accordé des crédits acheteurs sont tenues de rapatrier, sans délai, et de céder sur le marché des changes, les sommes encaissées au titre du principal de ces crédits conformément aux clauses des contrats de crédit. Les revenus et produits financiers générés par les crédits fournisseurs et les crédits acheteurs lorsqu’ils ne sont pas intégrés dans les échéances de remboursement, doivent être rapatriés dans leur intégralité et cédés par les prêteurs sur le marché des changes dès leur encaissement.","[152, 153]"
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.3. Prêts au profit des non-résidents,2.3.2. Crédits commerciaux,2.3.2.3. Formalités post-règlements,Article 190 - - abrogé,,[153]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.4. Investissements à l’étranger des personnes physiques,2.4.1. Définition,,Article 191 - - Définition,"Les opérations d’investissement à l’étranger des personnes physiques prévues par la présente Instruction comprennent :  les participations des salariés actifs résidents de sociétés marocaines au capital des personnes morales étrangères détenant, directement ou indirectement, un taux de participation d’au moins 51% dans le capital desdites sociétés marocaines.  les actions de garantie détenues, conformément aux dispositions légales en vigueur dans le pays d’accueil, par les résidents appelés, dans le cadre des opérations d’investissement à l’étranger prévues par les dispositions de l’article 169 de la présente surveillance de sociétés étrangères.",[153]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.4. Investissements à l’étranger des personnes physiques,2.4.2. Dispositions relatives aux règlements,,Article 192 - - Montants des règlements,"Les règlements au titre des participations des salariés résidents de sociétés marocaines au capital des sociétés étrangères peuvent être effectués dans la limite de 10% du salaire annuel net d’impôt sur le revenu, des prélèvements au titre de la prévoyance sociale et de tout autre montant à la charge desdits salariés perçu au titre de l’année précédant l’année de participation de chaque salarié dans le capital de la société étrangère. La limite de 10% susvisée ne s’applique pas, lorsqu’ il s’agit :  d’attribution d’actions gratuites ne donnant lieu à aucun règlement à partir du Maroc ou ;  d’attribution d’actions suivant le modèle de stock-options consistant en l’achat et la vente simultanés des actions souscrites sans aucun règlement à partir du Maroc.","[153, 154]"
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.4. Investissements à l’étranger des personnes physiques,2.4.2. Dispositions relatives aux règlements,,Article 193 - - Modalités de règlements,"a- Réalisation de l’opération : Les règlements au titre des opérations d’investissement des personnes physiques visées à l’article 191 de la présente Instruction, doivent être effectués par les banques conformément aux dispositions de l’article 7 de la présente Instruction. b- Rapatriement des revenus et produits de cession : La société marocaine est tenue de rapatrier les revenus et produits de cession, générés par le plan d’actionnariat salarié et de les céder sur le marché des changes dès leur encaissement. L’obligation de rapatriement ne concerne que la plus-value générée par l’opération relative aux stock-options, lorsque le plan d’actionnariat porte sur l’attribution d’actions suivant le modèle de stock-options susvisé. La société marocaine est tenue, lorsque les salariés ne font plus partie du personnel desdites sociétés de procéder, sans délai : - à la cession des actions détenues par les salariés marocains ou à l’annulation des options non encore exercées ; - au rapatriement des produits correspondants. Les personnes physiques résidentes détenant des actions de garantie conformément aux dispositions de la présente Instruction ou leurs ayants droit doivent céder lesdites actions et procéder au rapatriement et cession sur le marché des changes du produit de cession dans les 30 jours suivant la date où les détenteurs de ces actions cessent d’exercer à l’étranger les fonctions d’administrateur ou de membre de conseil de surveillance.",[154]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.4. Investissements à l’étranger des personnes physiques,2.4.3. Formalités pré-règlements,,Article 194 - - Remise de documents,"Avant l’exécution des règlements au titre des opérations d’investissement à l’étranger des personnes physiques prévues par l’article 191 de la présente Instruction, la banque doit se faire remettre les documents suivants :  Une fiche établie conformément au modèle joint en annexe 7 de la présente plans d’actionnariat salariés émis par les sociétés mères des sociétés marocaines ;  Une copie du bulletin de souscription dûment établi, pour la libération de la valeur des actions de garantie ;  L’engagement avoir à l’étranger signé et légalisé par les autorités compétentes, établi conformément au modèle joint en annexe 6 de la présente La société marocaine dont les salariés résidents détiennent des participations au capital de la société mère étrangère doit se faire remettre par chacun de ses salariés souscripteurs, un mandat irrévocable dûment signé et légalisé, lui donnant droit de céder les actions ou d’annuler les options pour le compte des salariés et de rapatrier au Maroc les revenus et produits de cession correspondants.","[154, 155]"
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.4. Investissements à l’étranger des personnes physiques,2.4.4. Formalités post-règlements,,Article 195 - - abrogé,,[155]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.5. Autres opérations en capital,2.5.1. Définition,,Article 196 - - Définition,"Les autres opérations en capital désignent, au sens de la présente Instruction, les opérations donnant lieu au :  Transfert par les personnes physiques de nationalité étrangère quittant définitivement le Maroc, des avoirs n’ayant pas le caractère transférable constitués, durant leur séjour au Maroc ;  Transfert en faveur des ayants droit non-résidents de nationalité étrangère, ne disposant pas de la nationalité marocaine, au titre des dévolutions successorales, des avoirs n’ayant pas le caractère transférable constitués par les personnes physiques de nationalité étrangère ;  Remboursement de crédits étudiants contractés par les étudiants marocains à l’étranger auprès de banques étrangères et destinés exclusivement aux études à l’étranger ;  Remboursement de crédits à la consommation contractés par les marocains ayant résidé à l’étranger et regagné définitivement le Maroc.",[155]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.5. Autres opérations en capital,2.5.2. Dispositions relatives aux règlements,,Article 197 - - Montant des règlements,"Le montant des règlements au titre des opérations en capital telles que définies par l’article 196 de la présente Instruction correspond :  à 50.000 dirhams maximum par année entière de séjour continu pour le cas : - de transfert par les personnes physiques de nationalité étrangère quittant définitivement le Maroc, des avoirs n’ayant pas le caractère transférable constitués durant leur séjour au Maroc ; - de transfert en faveur des ayants droit non-résidents de nationalité étrangère, ne disposant pas de la nationalité marocaine, au titre des dévolutions successorales, des avoirs n’ayant pas le caractère transférable constitués par les personnes physiques de nationalité étrangère.  au montant restant dû au titre du crédit étudiant contracté auprès de banques étrangères par les étudiants marocains à l’étranger et destiné exclusivement au financement des études à l’étranger ;  au montant restant dû au titre du crédit à la consommation contracté par les marocains ayant résidé à l’étranger et regagné définitivement le Maroc.","[155, 156]"
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.5. Autres opérations en capital,2.5.2. Dispositions relatives aux règlements,,Article 198 - - Modalités de règlement,Les règlements au titre des opérations en capital telles que définies par l’article 196 de la présente Instruction doivent être effectués conformément aux dispositions de l’article 7 de la présente Instruction.,[156]
IGOC 2024,CHAPITRE IV - OPERATIONS EN CAPITAL ET REVENUS D’INVESTISSEMENTS,2. OPERATIONS EN CAPITAL DES RESIDENTS,2.5. Autres opérations en capital,2.5.3. Formalités pré-règlements,,Article 199 - - Remise de documents,"Les banques doivent se faire remettre, avant l’exécution des règlements au titre des autres opérations en capital, les documents ci-après :  Pour le transfert des avoirs n’ayant pas le caractère transférable constitués par les personnes physiques de nationalité étrangère quittant définitivement le Maroc, durant leur séjour au Maroc : - les pièces justifiant l’origine des fonds à transférer telles les contrats de vente de biens immeubles, de cession de valeurs mobilières et relevé des revenus sur valeur mobilières ; - relevé bancaire faisant apparaitre le solde du compte du bénéficiaire ; - attestation de radiation du Consulat ou de l'Ambassade du pays dont relève le requérant ; - attestation de changement de résidence, délivrée par la Direction Générale de la Sûreté Nationale faisant ressortir la durée de séjour au Maroc de l’intéressé ; - quitus fiscal ou tout autre document justifiant que le requérant est en situation régulière vis-à-vis de l’Administration des impôts ; - carte d’immatriculation ou tout autre document délivré par une autorité marocaine attestant que la personne concernée est un étranger non-résident.  Pour le transfert en faveur des ayant droit étrangers non-résidents, des avoirs n’ayant pas le caractère transférable détenus au Maroc au titre des dévolutions successorales des avoirs constitués par les personnes physiques de nationalité étrangère : - les pièces justifiant l’origine des fonds à transférer telles les contrats de vente de biens immeubles, de biens meubles, de cession de valeurs mobilières et relevé des revenus sur valeur mobilières, etc. ; - attestation délivrée par les autorités marocaines compétentes précisant la durée de séjour au Maroc du de cujus ; - relevé du compte successoral, le cas échéant ; - un extrait de l'acte de décès ; - un extrait de l'acte notarié de dévolution successorale ; - un certificat de résidence à l'étranger du (ou des) bénéficiaire(s) ; - quitus fiscal ou tout autre document justifiant le paiement des impôts, le cas échéant ; - copie du document d'identité du (ou des) bénéficiaire(s).  Pour le remboursement des crédits étudiants destinés exclusivement au financement des études à l’étranger, la banque domiciliataire du dossier « études à l’étranger » doit se faire remettre : - copie du contrat de crédit dûment établi ou tout autre document en tenant lieu précisant l’objet du crédit ; - tableau d’amortissement du crédit, faisant ressortir le restant dû ; - les attestations d’inscription au titre des années scolaires pour la période couverte par le financement ; - attestation du bailleur de fonds faisant ressortir les échéances à régler, en cas de remboursement par anticipation.  Pour le remboursement de crédits à la consommation contractés par les Marocains ayant résidé à l’étranger et regagné définitivement le Maroc : - copie du contrat de crédit dûment établi ; - tableau d’amortissement du crédit, faisant ressortir le restant dû ; - attestation du bailleur de fonds faisant ressortir les échéances à régler, en cas de remboursement par anticipation ; - tout document justifiant la résidence à l’étranger au moment où le crédit a été contracté.","[156, 157]"
